150,서울역(1),내부,승강기)엘리베이터 내부#1,B2-B1,섬식(상) 5-1,시청역방향 열차 5-1 플렛폼,사용가능
151,시청(1),내부,승강기)엘리베이터 내부#1,B2-B1,상행 3-2,종각역방향 열차 3-2플렛폼,사용가능
151,시청(1),내부,승강기)엘리베이터 내부#2,B2-B1,하행 8-3,서울역방향 열차 8-3플렛폼,사용가능
152,종각,내부,승강기)엘리베이터 내부#1,B2-B1,상행 6-4,종로 3가역 방향 열차 6-4번 플렛폼 ,사용가능
152,종각,내부,승강기)엘리베이터 내부#2,B2-B1,하행 4-4,종로 3가역 방향 열차 4-4번 플렛폼 ,사용가능
153,종로3가(1),내부,승강기)엘리베이터 내부#1,B2-B1,상행 4-4,종각역 방향 열차 4-4번 플렛폼,점검중
153,종로3가(1),내부,승강기)엘리베이터 내부#2,B2-B1,하행 6-4,종로 5가역 방향 열차 6-4번 플렛폼,점검중
154,종로5가,내부,승강기)엘리베이터 내부#1,B2-B1,상행 8-3,종로 3가역 방향 열차 8-3번 플렛폼,점검중
154,종로5가,내부,승강기)엘리베이터 내부#2,B2-B1,하행 3-2,동대문역 방향 열차 3-2번 플렛폼,점검중
155,동대문(1),내부,승강기)엘리베이터 내부#1,B2-B1,상행 10-4,동묘앞역 방향 열차 10-4번 플렛폼,사용가능
155,동대문(1),내부,승강기)엘리베이터 내부#2,B2-B1,하행 2-1,종로 5가역 방향 열차 2-1번 플렛폼,사용가능
156,신설동(1),내부,승강기)엘리베이터 내부#1,B2-B1,상행 3-4,제기동역 방향 열차 3-4번 플렛폼,사용가능
156,신설동(1),내부,승강기)엘리베이터 내부#2,B2-B1,하행 8-1,동묘앞역 방향 열차 8-1번 플렛폼,사용가능
157,제기동,내부,승강기)엘리베이터 내부#1,B2-B1,상행 9-4,청량리역 방향 열차 9-4번 플렛폼,사용가능
157,제기동,내부,승강기)엘리베이터 내부#2,B2-B1,하행 2-1,신설동역 방향 열차 2-1번 플렛폼,사용가능
159,동묘앞(1),내부,승강기)엘리베이터 내부#1,B1-4F,본관 건물,본관 건물,사용가능
159,동묘앞(1),내부,승강기)엘리베이터 내부#2,B2-BM2-B1,상행 10-3,신설동역 방향 열차 10-3번 플렛폼,사용가능
159,동묘앞(1),내부,승강기)엘리베이터 내부#3,B2-B1,상행 4-8,신설동역 방향 열차 4-8번 플렛폼,사용가능
159,동묘앞(1),내부,승강기)엘리베이터 내부#4,B2-B1,하행 7-3,동대문역 방향 열차 7-3번 플렛폼,보수중
159,동묘앞(1),내부,승강기)엘리베이터 내부#5,B2-B1,하행 1-2,동대문역 방향 열차 1-2번 플렛폼,보수중
201,시청(2),내부,승강기)엘리베이터 내부#1,B3-B2-B1,승강장,종각역 방향 열차 3-2번 플렛폼,사용가능
201,시청(2),내부,승강기)엘리베이터 내부#1,B3-B2-B1,승강장,서울역 방향 열차 8-3번 플렛폼,사용가능
202,을지로입구,내부,승강기)엘리베이터 내부#1,B2-B1,외선 5-3,시청역 방향 플렛폼 5-3번 플렛폼,사용가능
202,을지로입구,내부,승강기)엘리베이터 내부#2,B2-B1,내선 6-2,을지로 3가역 방향 열차 6-2번 플렛폼,사용가능
203,을지로3가(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-3,을지로 4가역 방향 열차 8-3번 플렛폼,사용가능
203,을지로3가(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-2,을지로입구역 방향 열차 3-2번 플렛폼,사용가능
204,을지로4가(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 3-2,을지로 3가역 방향 열차 3-2번 플렛폼,사용가능
204,을지로4가(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 8-3,동대문역사문화공원역 방향 8-4번 플렛폼,사용가능
205,동대문역사문화공원(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-3,을지로 4가역 방향 열차 8-3번 플렛폼,사용가능
205,동대문역사문화공원(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-2,을지로 3가역 방향 열차 3-2번 플렛폼,사용가능
206,신당(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 3-4,상왕십리역 방향 열차 3-2번 플렛폼,사용가능
206,신당(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 7-4,동대문역사문화공원역 방향 7-4번 플렛폼,사용가능
207,상왕십리,내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-1,신당역 방향 열차 7-4번 플렛폼,사용가능
207,상왕십리,내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-4,왕십리역 방향 열차 4-1번 플렛폼,사용가능
208,왕십리(2),내부,승강기)엘리베이터 내부#1,B3-B2,외선 3-2,상왕십리역 방향 열차 3-2번 플렛폼,사용가능
208,왕십리(2),내부,승강기)엘리베이터 내부#2,B3-B2,내선 3-4,한양대역 방향 열차 3-4번 플렛폼,사용가능
209,한양대,내부,승강기)엘리베이터 내부#1,F1-F2,승강장,왕십리역 방향 열차 3-1번 플렛폼,사용가능
210,뚝섬,내부,승강기)엘리베이터 내부#1,F2-F3,외선 7-1,한양대역 방향 열차 7-1번 플렛폼,사용가능
210,뚝섬,내부,승강기)엘리베이터 내부#2,F2-F3,내선 7-1,성수역 방향 열차 7-1번 플렛폼,사용가능
211,성수,내부,승강기)엘리베이터 내부#1,F2-F3,외선 7-1,뚝섬역 방향 열차 7-1번 플렛폼,사용가능
211,성수,내부,승강기)엘리베이터 내부#2,F2-F3,내선 4-4,건대입구역 방향 열차 4-4번 플렛폼,사용가능
212,건대입구(2),내부,승강기)엘리베이터 내부#1,F2-F3,승강장,상세정보 없음,사용가능
212,건대입구(2),내부,승강기)엘리베이터 내부#1,지상-F2-F3,7-3번 승강장,구의역 방향 열차 7-3번 플렛폼,보수중
213,구의,내부,승강기)엘리베이터 내부#1,F2-F3,승강장,강변역 방향 열차 4-3번 플렛폼,사용가능
213,구의,내부,승강기)엘리베이터 내부#1,F2-F3,승강장,건대입구역 방향 열차 7-3번 플렛폼,사용가능
214,강변,내부,승강기)엘리베이터 내부#1,F1-F2,외선 4-2,구의역 방향 열차 4-2번 플렛폼,사용가능
214,강변,내부,승강기)엘리베이터 내부#2,F1-F2,내선 7-3,잠실나루역 방향 열차 7-3번 플렛폼,사용가능
215,잠실나루,내부,승강기)엘리베이터 내부#1,F1-F2,외선 3-4,강변역 방향 열차 3-4번 플렛폼,사용가능
215,잠실나루,내부,승강기)엘리베이터 내부#2,F1-F2,내선 8-1,잠실역 방향 열차 8-1번 플렛폼,사용가능
216,잠실(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 5-2,잠실나루역 방향 열차 5-2번 플렛폼,사용가능
216,잠실(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 6-3,잠실새내역 방향 열차 6-3번 플렛폼,사용가능
217,잠실새내,내부,승강기)엘리베이터 내부#1,B2-B1,외선 7-3,잠실역 방향 열차 7-3번 플렛폼,사용가능
217,잠실새내,내부,승강기)엘리베이터 내부#2,B2-B1,내선 4-1,종합운동장역 방향 열차 4-1번 플렛폼,사용가능
218,종합운동장(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 2-4,잠실새내역 방향 열차 2-4번 플렛폼,사용가능
218,종합운동장(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 8-4,삼성역 방향 열차 8-4번 플렛폼,사용가능
219,삼성,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,선릉역 방향 열차 8-3번 플렛폼,사용가능
220,선릉(2),내부,승강기)엘리베이터 내부#1,B1-F1,내부,역삼역 방향 열차 3-4번 플렛폼,사용가능
220,선릉(2),내부,승강기)엘리베이터 내부#2,B1-F1,내부,역삼역 방향 열차 8-1번 플렛폼,사용가능
220,선릉(2),내부,승강기)엘리베이터 내부#3,B1-F1,내부,삼성역 방향 열차 3-4번 플렛폼,사용가능
220,선릉(2),내부,승강기)엘리베이터 내부#4,B1-F1,내부,삼성역 방향 열차 8-1번 플렛폼,사용가능
221,역삼,내부,승강기)엘리베이터 내부#1,B2-B1,외선 7-3,선릉역 방향 열차 7-3번 플렛폼,사용가능
221,역삼,내부,승강기)엘리베이터 내부#2,B2-B1,내선 4-1,강남역 방향 열차 4-1번 플렛폼,사용가능
222,강남(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-1,역삼역 방향 열차 8-1번 플렛폼,사용가능
222,강남(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-4,교대역 방향 열차 3-4번 플렛폼,사용가능
223,교대(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-4,강남역 방향 열차 8-4번 플렛폼,사용가능
223,교대(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-1,서초역 방향 열차 3-1번 플렛폼,사용가능
224,서초,내부,승강기)엘리베이터 내부#1,B2-B1,외선 2-4,교대역 방향 열차 2-4번 플렛폼,사용가능
224,서초,내부,승강기)엘리베이터 내부#2,B2-B1,내선 9-1,방배역 방향 열차 9-1번 플렛폼,사용가능
225,방배,내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-3,서초역 방향 열차 8-3번 플렛폼,사용가능
225,방배,내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-1,사당역 방향 열차 3-1번 플렛폼,사용가능
226,사당(2),내부,승강기)엘리베이터 내부#1,B2-B1,승강장,낙성대역 방향 열차 6-3번 플렛폼,사용가능
226,사당(2),내부,승강기)엘리베이터 내부#1,B2-B1,승강장,방배역 방향 열차 4-4번 플렛폼,사용가능
227,낙성대,내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-2,사당역 방향 열차 8-2번 플렛폼,사용가능
227,낙성대,내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-3,서울대입구역 방향 열차 3-3번 플렛폼,사용가능
228,서울대입구,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,봉천역 방향 열차 5-1번 플렛폼,사용가능
229,봉천,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,신림역 방향 열차 5-1번 플렛폼,사용가능
230,신림,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,신대방역 방향 열차 7-1번 플렛폼,사용가능
231,신대방,내부,승강기)엘리베이터 내부#1,F2-F3,외선 3-4,신림역 방향 열차 3-4번 플렛폼,사용가능
231,신대방,내부,승강기)엘리베이터 내부#2,F2-F3,내선 8-1,구로디지털단지역 방향 열차 8-1번 플렛폼,사용가능
232,구로디지털단지,내부,승강기)엘리베이터 내부#1,지상-F2,외선 3-4,신대방역 방향 열차 3-4번 플렛폼,사용가능
232,구로디지털단지,내부,승강기)엘리베이터 내부#2,F2-F3,내선 7-4,대림역 방향 열차 7-4번 플렛폼,사용가능
233,대림(2),내부,승강기)엘리베이터 내부#1,F2-F3,외선 3-2,구로디지털단지역 방향 열차 3-2번 플렛폼,사용가능
233,대림(2),내부,승강기)엘리베이터 내부#2,F2-F3,내선 8-3,신도림역 방향 열차 8-3번 플렛폼,사용가능
234,신도림(2),내부,승강기)엘리베이터 내부#1,B2-B1,섬식 3-2,대림역 방향 열차 3-2번 플렛폼,사용가능
234,신도림(2),내부,승강기)엘리베이터 내부#1,B2-B1,섬식 3-2,문래역 방향 열차 3-2번 플렛폼,사용가능
234,신도림(2),내부,승강기)엘리베이터 내부#2,B2-B1,섬식 4-4,상세설명 없음,사용가능
235,문래,내부,승강기)엘리베이터 내부#1,B2-B1,외선 7-4,신도림역 방향 열차 7-4번 플렛폼,사용가능
235,문래,내부,승강기)엘리베이터 내부#2,B2-B1,내선 4-1,영등포구청역 방향 열차 3-4번 플렛폼,사용가능
236,영등포구청(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-4,문래역 방향 열차 8-4번 플렛폼,사용가능
236,영등포구청(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-1,당산역 방향 열차 3-2번 플렛폼,사용가능
237,당산(2),내부,승강기)엘리베이터 내부#1,F2-F3,외선 8-3,영등포구청역 방향 열차 8-3번 플렛폼,사용가능
237,당산(2),내부,승강기)엘리베이터 내부#1,F2-F3,외선 8-3,영등포구청역 방향 열차 1-2번 플렛폼,사용가능
237,당산(2),내부,승강기)엘리베이터 내부#2,F2-F3,내선 10-2,합정역 방향 열차 10-2번 플렛폼,사용가능
237,당산(2),내부,승강기)엘리베이터 내부#2,F2-F3,내선 3-2,합정역 방향 열차 3-2번 플렛폼,사용가능
238,합정(2),내부,승강기)엘리베이터 내부#1,B2-B1,외선 4-1,당산역 방향 열차 4-1번 플렛폼,점검중
238,합정(2),내부,승강기)엘리베이터 내부#2,B2-B1,내선 7-3,홍대입구역 방향 열차 7-3번 플렛폼,점검중
239,홍대입구(2),내부,승강기)엘리베이터 내부#1,B2-B1,승강장,신촌역 방향 열차 4-2번 플렛폼,사용가능
240,신촌,내부,승강기)엘리베이터 내부#1,B2-B1,외선 8-4,홍대입구역 방향 열차 8-4번 플렛폼,사용가능
240,신촌,내부,승강기)엘리베이터 내부#2,B2-B1,내선 4-4,이대역 방향 열차 4-4번 플렛폼,사용가능
241,이대,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,아현역 방향 열차 9-3번 플렛폼,사용가능
242,아현,내부,승강기)엘리베이터 내부#1,B2-B1,외선 7-2,이대역 방향 열차7-2번 플렛폼,보수중
242,아현,내부,승강기)엘리베이터 내부#2,B2-B1,내선 4-3,충정로역 방향 열차 4-3번 플렛폼,사용가능
243,충정로(2),내부,승강기)엘리베이터 내부#1,B3-B2,승강장,시청역 방향 열차 9-4번 플렛폼,사용가능
245,신답,내부,승강기)엘리베이터 내부#1,F1-F2,외선 2-4,용두역 방향 열차 2-4번 플렛폼,사용가능
245,신답,내부,승강기)엘리베이터 내부#2,F1-F2,내선 3-2,용답역 방향 열차 3-2번 플렛폼,사용가능
246,신설동(2),내부,승강기)엘리베이터 내부#1,B2-B1,승강장,상세정보 없음,사용가능
247,도림천,내부,승강기)엘리베이터 내부#1,B3-B2,승강장,상세정보 없음,사용가능
248,양천구청,내부,승강기)엘리베이터 내부#1,B2-B1,외선 4-1,신정네거리역 방향 열차 4-1번 플렛폼,사용가능
248,양천구청,내부,승강기)엘리베이터 내부#2,B2-B1,내선 3-3,도림천역 방향 열차 3-3번 플렛폼,사용가능
249,신정네거리,내부,승강기)엘리베이터 내부#1,B3-B2,외선 4-1,까치산역 방향 열차 4-1번 플렛폼,사용가능
249,신정네거리,내부,승강기)엘리베이터 내부#2,B3-B2,내선 3-4,양천구청역 방향 열차 3-4번 플렛폼,사용가능
250,용두,내부,승강기)엘리베이터 내부#1,B2-B1,외선 1-1,신답역 방향 열차 1-1번 플렛폼,보수중
250,용두,내부,승강기)엘리베이터 내부#2,B2-B1,내선 4-3,신설동역 방향 열차 4-3번 플렛폼,사용가능
309,지축,내부,승강기)엘리베이터 내부#1,F1-F2,승강장,삼송역 방향 열차 9-3번 플렛폼,사용가능
310,구파발,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,지축역 방향 열차 2-1번 플렛폼,사용가능
310,구파발,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,지축역 방향 열차 5-4번 플렛폼,사용가능
311,연신내(3),내부,승강기)엘리베이터 내부#1,B2-B1,승강장,구파발역 방향 열차 5-4번 플렛폼,사용가능
312,불광(3),내부,승강기)엘리베이터 내부#1,B2-B1,상행 3-3,연신내역 방향 열차 3-3번 플렛폼,사용가능
312,불광(3),내부,승강기)엘리베이터 내부#2,B2-B1,하행 8-2,녹번역 방향 열차 8-2번 플렛폼,사용가능
313,녹번,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,불광역 방향 열차 3-1번 플렛폼,사용가능
314,홍제,내부,승강기)엘리베이터 내부#1,B3-B2,승강장,녹번역 방향 열차 3-4번 플렛폼,사용가능
315,무악재,내부,승강기)엘리베이터 내부#1,B3-B2,상행 3-3,홍제역 방향 열차 3-3번 플렛폼,사용가능
315,무악재,내부,승강기)엘리베이터 내부#2,B3-B2,하행 8-2,독립문역 방향 열차 8-2번 플렛폼,사용가능
316,독립문,내부,승강기)엘리베이터 내부#1,B3-B2,승강장,무악재역 방향 열차 8-4번 플렛폼,사용가능
317,경복궁,내부,승강기)엘리베이터 내부#1,B3-B2,승강장,독립문역 방향 열차 6-2번 플렛폼,사용가능
318,안국,내부,승강기)엘리베이터 내부#1,B3-B2,승강장,경복궁역 방향 플렛폼 3-2번 플렛폼,사용가능
319,종로3가(3),내부,승강기)엘리베이터 내부#2,B2-B1,승강장,을지로 3가역 방향 열차 4-3번 플렛폼,사용가능
319,종로3가(3),내부,승강기)엘리베이터 내부#1,B2-B1,승강장,안국역 방향 열차 5-1번 플렛폼,사용가능
320,을지로3가(3),내부,승강기)엘리베이터 내부#1,B3-B2-B1,승강장,상세정보 없음,사용가능
322,동대입구,내부,승강기)엘리베이터 내부#1,B3-B2,승강장,충무로역 방향 열차 8-4번 플렛폼,점검중
322,동대입구,내부,승강기)엘리베이터 내부#2,B2-B1,내부,상세정보 없음,점검중
323,약수(3),내부,승강기)엘리베이터 내부#1,B2-B1,승강장,동대입구역 방향 열차 8-4번 플렛폼,사용가능
324,금호,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,약수역 방향 열차 3-2번 플렛폼,사용가능
325,옥수(3),내부,승강기)엘리베이터 내부#1,F2-F3,상행 10-1,금호역 방향 열차 10-1번 플렛폼,사용가능
325,옥수(3),내부,승강기)엘리베이터 내부#2,F2-F3,하행 1-2,압구정역 방향 열차 1-2번 플렛폼,사용가능
326,압구정,내부,승강기)엘리베이터 내부#1,B2-B1,상행 8-2,옥수역 방향 역차 8-2번 플렛폼,사용가능
326,압구정,내부,승강기)엘리베이터 내부#2,B2-B1,하행 3-2,신사역 방향 열차 3-2번 플렛폼,사용가능
327,신사,내부,승강기)엘리베이터 내부#1,B2-B1,상행 3-1,압구정역 방향 열차 3-1번 플렛폼,사용가능
327,신사,내부,승강기)엘리베이터 내부#2,B2-B1,하행 8-3,잠원역 방향 열차 8-4번 플렛폼,사용가능
328,잠원,내부,승강기)엘리베이터 내부#1,B2-B1,상행 3-3,신사역 방향 열차 3-3번 플렛폼,사용가능
328,잠원,내부,승강기)엘리베이터 내부#2,B2-B1,하행 8-2,고속터미널역 방향 열차 8-2번 플렛폼,사용가능
329,고속터미널(3),내부,승강기)엘리베이터 내부#1,B3-B2,상행 8-2,잠원역 방향 열차 8-2번 플렛폼,사용가능
329,고속터미널(3),내부,승강기)엘리베이터 내부#2,B3-B2,하행 3-3,교대역 방향 열차 3-3번 플렛폼,사용가능
330,교대(3),내부,승강기)엘리베이터 내부#1,B3-B2-B1,승강장,고속터미널역 방향 열차 4-2번 플렛폼,사용가능
331,남부터미널,내부,승강기)엘리베이터 내부#1,B3-B2,상행 3-2,교대역 방향 열차 3-2번 플렛폼,사용가능
331,남부터미널,내부,승강기)엘리베이터 내부#2,B3-B2,하행 8-2,양재역 방향 열차 8-2번 플렛폼,사용가능
332,양재(3),내부,승강기)엘리베이터 내부#1,B2-B1,상행 3-1,남부터미널역 방향 열차 3-1번 플렛폼,사용가능
332,양재(3),내부,승강기)엘리베이터 내부#2,B2-B1,상행 6-3,남부터미널역 방향 열차 6-3번 플렛폼,사용가능
332,양재(3),내부,승강기)엘리베이터 내부#1,B2-B1,하행 5-4,매봉역 방향 열차 5-4번 플렛폼,사용가능
332,양재(3),내부,승강기)엘리베이터 내부#2,B2-B1,하행 8-4,매봉역 방향 열차 8-4번 플렛폼,사용가능
333,매봉,내부,승강기)엘리베이터 내부#1,B2-B1,상행 5-4,양재역 방향 열차 5-4번 플렛폼,사용가능
333,매봉,내부,승강기)엘리베이터 내부#2,B2-B1,하행 6-1,도곡역 방향 열차 6-1번 플렛폼,사용가능
335,대치,내부,승강기)엘리베이터 내부#1,B4-B2-B1,승강장,도곡역 방향 열차 1-1번 플렛폼,사용가능
336,학여울,내부,승강기)엘리베이터 내부#1,B5~B4,상행 5-4,대치역 방향 열차 5-4번 플렛폼,사용가능
336,학여울,내부,승강기)엘리베이터 내부#2,B5~B4,하행 6-1,대청역 방향 열차 6-1번 플렛폼,사용가능
337,대청,내부,승강기)엘리베이터 내부#1,B3-B2,상행 4-4,힉여울역 방향 열차 4-4번 플렛폼,사용가능
337,대청,내부,승강기)엘리베이터 내부#2,B3-B2,하행 7-1,일원역 방향 열차 7-1번 플렛폼,사용가능
338,일원,내부,승강기)엘리베이터 내부#1,B3-B2,상행 6-3,대청역 방향 열차 6-3번 플렛폼,사용가능
338,일원,내부,승강기)엘리베이터 내부#2,B3-B2,하행 5-2,수서역 방향 열차 5-2번 플렛폼,사용가능
339,수서(3),내부,승강기)엘리베이터 내부#1,B2-B1,상행 8-3,일원역 방향 열차 8-3번 플렛폼,보수중
339,수서(3),내부,승강기)엘리베이터 내부#2,B2-B1,하행 3-2,가락시장역 방향 열차 3-2번 플렛폼,보수중
340,가락시장(3),내부,승강기)엘리베이터 내부#1,B4-B2,상행 8-2,수서역 방향 열차 8-2번 플렛폼,사용가능
340,가락시장(3),내부,승강기)엘리베이터 내부#2,B4-B2,하행 3-2,경찰병원역 방향 열차 3-2번 플렛폼,사용가능
341,경찰병원,내부,승강기)엘리베이터 내부#1,B3-B1,상행 4-2,가락시장역 방향 열차 4-2번 플렛폼,사용가능
341,경찰병원,내부,승강기)엘리베이터 내부#2,B3-B1,하행 7-3,오금역 방향 열차 7-3번 플렛폼,사용가능
342,오금(3),내부,승강기)엘리베이터 내부#1,B4-B1,상행 5-1,경찰병원역 방향 열차 5-1번 플렛폼,사용가능
342,오금(3),내부,승강기)엘리베이터 내부#2,B4-B1,하행 6-4,상세정보 없음,사용가능
409,당고개,내부,승강기)엘리베이터 내부#1,F2-F3,상행 6-1,별내별가람역 방향 열차 6-1번 플렛폼,사용가능
409,당고개,내부,승강기)엘리베이터 내부#2,F2-F3,하행 5-4,상계역 방향 열차 5-4번 플렛폼,사용가능
411,노원(4),내부,승강기)엘리베이터 내부#1,F2-F3,상행 8-4,상계역 방향 열차 8-4번 플렛폼,사용가능
411,노원(4),내부,승강기)엘리베이터 내부#2,F2-F3,하행 3-1,창동역 방향 열차 3-1번 플렛폼,사용가능
412,창동(4),내부,승강기)엘리베이터 내부#1,F2-F3,상행 2-4,노원역 방향 열차 2-4번 플렛폼,사용가능
412,창동(4),내부,승강기)엘리베이터 내부#2,F2-F3,상행 8-2,쌍문역 방향 열차 8-2번 플렛폼,사용가능
412,창동(4),내부,승강기)엘리베이터 내부#3,F2-F3,하행 8-4,상세정보 없음,사용가능
412,창동(4),내부,승강기)엘리베이터 내부#4,F2-F3,하행 3-2,상세정보 없음,사용가능
413,쌍문,내부,승강기)엘리베이터 내부#1,B2-B1,상행 8-4,창동역 방향 열차 8-4번 플렛폼,사용가능
413,쌍문,내부,승강기)엘리베이터 내부#2,B2-B1,하행 3-1,수유역 방향 열차 3-1번 플렛폼,사용가능
414,수유,내부,승강기)엘리베이터 내부#1,B2-B1,상행 7-1,쌍문역 방향 열차 7-1번 플렛폼,사용가능
414,수유,내부,승강기)엘리베이터 내부#2,B2-B1,하행 4-4,미아역 방향 열차 4-4번 플렛폼,사용가능
415,미아,내부,승강기)엘리베이터 내부#1,B2-B1,상행 8-2,수유역 방향 열차 8-2번 플렛폼,사용가능
415,미아,내부,승강기)엘리베이터 내부#2,B2-B1,하행 3-4,미아사거리역 방향 열차 3-4번 플렛폼,사용가능
416,미아사거리,내부,승강기)엘리베이터 내부#1,B2-B1,상행 3-1,미아역 방향 열차 3-1번 플렛폼,사용가능
416,미아사거리,내부,승강기)엘리베이터 내부#2,B2-B1,하행 8-3,길음역 방향 열차 8-3번 플렛폼,사용가능
417,길음,내부,승강기)엘리베이터 내부#1,B2-B1,승강장,미아사거리역 방향 열차 5-4번 플렛폼,사용가능
418,성신여대입구(4),내부,승강기)엘리베이터 내부#1,B2-B1,상행 8-2,한성대입구역 방향 열차 8-2번 플렛폼,사용가능
418,성신여대입구(4),내부,승강기)엘리베이터 내부#2,B2-B1,하행 3-4,길음역 방향 열차 3-4번 플렛폼,사용가능
419,한성대입구,내부,승강기)엘리베이터 내부#1,B2-B1,섬식승강장,성신여대입구역 방향 열차 5-4번 플렛폼,사용가능
419,한성대입구,내부,승강기)엘리베이터 내부#2,B2-B1,섬식승강장,혜화역 방향 열차 5-4번 플렛폼,사용가능
420,혜화,내부,승강기)엘리베이터 내부#1,B2-B1,상행 7-4,한성대입구역 방향 열차 7-4번 플렛폼,사용가능
